,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Complain,Satisfaction Score,Point Earned,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
0,0.4042553191489361,0.6000000000000001,0.6046511627906976,0.8,0.1666666666666666,0.5,0.3401899164694039,0.3087008343265792,0.3451163329759801,0.3929938180747718,0.0352731723600756,0.248062015503876,0.4375336564351104,0.061061061061061,1.0,0.25,0.3916004540295119,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1,0.4893617021276596,1.0,0.7209302325581396,1.0000000000000002,0.1666666666666666,0.3333333333333333,0.2061116704002999,0.3432657926102503,0.2140932402283197,0.4536355607889314,0.0434516523867809,0.1782945736434108,1.0,0.1051051051051051,1.0,0.5,0.3825198637911464,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2,0.5319148936170212,0.6000000000000001,0.5348837209302325,0.6000000000000001,0.1666666666666666,0.0,0.0598499895700124,0.0,0.0989482224089473,0.7636149543715043,0.0766106598419939,0.0775193798449612,0.6281637049003771,0.0,1.0,0.5,0.2928490351872872,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3,0.2978723404255319,0.8,0.4883720930232558,0.4000000000000001,0.6666666666666666,0.1666666666666666,0.0566756455255353,1.0,0.0229768493031611,0.4136002355019134,0.036775342160899,0.0775193798449612,0.6281637049003771,0.7607607607607608,0.0,1.0,0.2622020431328036,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
4,0.2978723404255319,0.6000000000000001,0.1860465116279069,0.8,0.1666666666666666,0.0,0.0990909283293578,0.0,0.1365572393011329,0.6402708272004709,0.0170245910759986,0.1395348837209302,0.6731287022078623,0.0,0.0,1.0,0.3473325766174802,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
5,0.3829787234042553,0.4,0.5348837209302325,0.4000000000000001,0.1666666666666666,0.3333333333333333,0.0777472436112547,0.4954310687326182,0.0799698664271434,0.4050632911392405,0.0321575609213308,0.1085271317829457,0.2277867528271405,0.3113113113113113,1.0,1.0,0.4143019296254256,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
6,0.5319148936170212,0.8,0.7674418604651162,1.0000000000000002,0.1666666666666666,0.5,1.0000000000000002,0.8994835121176004,0.9344015298583144,0.5813953488372093,0.0456214532101925,0.1627906976744186,0.1943995691976306,0.066066066066066,0.0,0.25,0.0987514188422247,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
7,0.127659574468085,0.0,0.3255813953488372,0.2,0.3333333333333333,0.3333333333333333,0.8356899058882571,0.5546285260230434,0.8020745805928201,0.648807771563144,0.0571937242683876,0.2015503875968992,0.1922455573505654,0.048048048048048,1.0,0.25,0.1850170261066969,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
8,0.2340425531914893,0.6000000000000001,0.5348837209302325,0.8,0.3333333333333333,0.0,0.6322598004093393,1.0,0.5746240547040246,0.987636149543715,0.0467341715811728,0.1085271317829457,0.3182552504038772,0.1131131131131131,0.0,0.5,0.1498297389330306,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
9,0.4680851063829786,0.4,0.5348837209302325,1.0000000000000002,0.5,0.5,0.3088999537452725,0.66626936829559,0.2890505027091241,0.4486311451280542,0.0517970401691331,0.1705426356589147,0.2374798061389338,0.1441441441441441,0.0,0.5,0.2531214528944381,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
